snapshot_date,store_id,product_id,quantity_on_hand,reorder_point
2026-07-15,ST-007,PR-00069,280,94
2026-07-15,ST-007,PR-00070,269,65
2026-07-15,ST-007,PR-00071,272,21
2026-07-15,ST-007,PR-00072,163,26
2026-07-15,ST-007,PR-00073,494,21
2026-07-15,ST-007,PR-00074,467,97
2026-07-15,ST-007,PR-00075,212,38
2026-07-15,ST-007,PR-00076,75,32
2026-07-15,ST-007,PR-00077,292,37
2026-07-15,ST-007,PR-00078,297,57
2026-07-15,ST-007,PR-00079,93,54
2026-07-15,ST-007,PR-00080,68,56
2026-07-15,ST-007,PR-00081,107,100
2026-07-15,ST-007,PR-00082,7,35
2026-07-15,ST-007,PR-00083,340,39
2026-07-15,ST-007,PR-00084,50,95
2026-07-15,ST-007,PR-00085,105,42
2026-07-15,ST-007,PR-00086,278,38
2026-07-15,ST-007,PR-00087,429,69
2026-07-15,ST-007,PR-00088,464,98
2026-07-15,ST-007,PR-00089,11,74
2026-07-15,ST-007,PR-00090,420,35
2026-07-15,ST-007,PR-00091,358,56
2026-07-15,ST-007,PR-00092,214,24
2026-07-15,ST-007,PR-00093,198,73
2026-07-15,ST-007,PR-00094,65,71
2026-07-15,ST-007,PR-00095,36,46
2026-07-15,ST-007,PR-00096,432,50
2026-07-15,ST-007,PR-00097,236,78
2026-07-15,ST-007,PR-00098,322,52
2026-07-15,ST-007,PR-00099,341,37
2026-07-15,ST-007,PR-00100,35,50
2026-07-15,ST-007,PR-00101,7,53
2026-07-15,ST-007,PR-00102,436,32
2026-07-15,ST-007,PR-00103,137,24
2026-07-15,ST-007,PR-00104,274,72
2026-07-15,ST-007,PR-00105,373,61
2026-07-15,ST-007,PR-00106,233,31
2026-07-15,ST-007,PR-00107,220,40
2026-07-15,ST-007,PR-00108,351,84
2026-07-15,ST-007,PR-00109,410,100
2026-07-15,ST-007,PR-00110,44,21
2026-07-15,ST-007,PR-00111,107,48
2026-07-15,ST-007,PR-00112,70,76
2026-07-15,ST-007,PR-00113,355,88
2026-07-15,ST-007,PR-00114,374,43
2026-07-15,ST-007,PR-00115,328,38
2026-07-15,ST-007,PR-00116,295,25
2026-07-15,ST-007,PR-00117,70,52
2026-07-15,ST-007,PR-00118,141,26
2026-07-15,ST-007,PR-00119,430,98
2026-07-15,ST-007,PR-00120,498,21
2026-07-15,ST-007,PR-00121,379,45
2026-07-15,ST-007,PR-00122,405,70
2026-07-15,ST-007,PR-00123,196,62
2026-07-15,ST-007,PR-00124,436,69
2026-07-15,ST-007,PR-00125,368,76
2026-07-15,ST-007,PR-00126,148,61
2026-07-15,ST-007,PR-00127,213,97
2026-07-15,ST-007,PR-00128,117,50
2026-07-15,ST-007,PR-00129,303,94
2026-07-15,ST-007,PR-00130,268,40
2026-07-15,ST-007,PR-00131,93,66
2026-07-15,ST-007,PR-00132,73,58
2026-07-15,ST-007,PR-00133,489,98
2026-07-15,ST-007,PR-00134,92,36
2026-07-15,ST-007,PR-00135,41,39
2026-07-15,ST-007,PR-00136,48,95
2026-07-15,ST-007,PR-00137,120,21
2026-07-15,ST-007,PR-00138,94,60
2026-07-15,ST-007,PR-00139,182,31
2026-07-15,ST-007,PR-00140,44,49
2026-07-15,ST-007,PR-00141,262,35
2026-07-15,ST-007,PR-00142,260,21
2026-07-15,ST-007,PR-00143,88,67
2026-07-15,ST-007,PR-00144,69,73
2026-07-15,ST-007,PR-00145,118,94
2026-07-15,ST-007,PR-00146,408,97
2026-07-15,ST-007,PR-00147,480,72
2026-07-15,ST-007,PR-00148,94,92
2026-07-15,ST-007,PR-00149,98,94
2026-07-15,ST-007,PR-00150,184,43
2026-07-15,ST-007,PR-00151,364,46
2026-07-15,ST-007,PR-00152,345,58
2026-07-15,ST-007,PR-00153,382,80
2026-07-15,ST-007,PR-00154,456,20
2026-07-15,ST-007,PR-00155,377,100
2026-07-15,ST-007,PR-00156,41,40
2026-07-15,ST-007,PR-00157,35,28
2026-07-15,ST-007,PR-00158,448,57
2026-07-15,ST-007,PR-00159,319,62
2026-07-15,ST-007,PR-00160,107,91
2026-07-15,ST-007,PR-00161,207,97
2026-07-15,ST-007,PR-00162,385,25
2026-07-15,ST-007,PR-00163,435,35
2026-07-15,ST-007,PR-00164,170,71
2026-07-15,ST-007,PR-00165,290,98
2026-07-15,ST-007,PR-00166,178,98
2026-07-15,ST-007,PR-00167,192,67
2026-07-15,ST-007,PR-00168,278,49
2026-07-15,ST-007,PR-00169,88,33
2026-07-15,ST-007,PR-00170,417,63
2026-07-15,ST-007,PR-00171,235,57
2026-07-15,ST-007,PR-00172,187,97
2026-07-15,ST-007,PR-00173,458,82
2026-07-15,ST-007,PR-00174,336,24
2026-07-15,ST-007,PR-00175,484,57
2026-07-15,ST-007,PR-00176,323,40
2026-07-15,ST-007,PR-00177,44,58
2026-07-15,ST-007,PR-00178,171,33
2026-07-15,ST-007,PR-00179,383,23
2026-07-15,ST-007,PR-00180,484,20
2026-07-15,ST-007,PR-00181,260,84
2026-07-15,ST-007,PR-00182,343,84
2026-07-15,ST-007,PR-00183,349,36
2026-07-15,ST-007,PR-00184,397,26
2026-07-15,ST-007,PR-00185,246,34
2026-07-15,ST-007,PR-00186,157,87
2026-07-15,ST-007,PR-00187,75,80
2026-07-15,ST-007,PR-00188,183,52
2026-07-15,ST-007,PR-00189,368,89
2026-07-15,ST-007,PR-00190,391,68
2026-07-15,ST-007,PR-00191,404,38
2026-07-15,ST-007,PR-00192,423,20
2026-07-15,ST-007,PR-00193,351,94
2026-07-15,ST-007,PR-00194,394,78
2026-07-15,ST-007,PR-00195,302,21
2026-07-15,ST-007,PR-00196,274,96
2026-07-15,ST-007,PR-00197,411,62
2026-07-15,ST-007,PR-00198,163,65
2026-07-15,ST-007,PR-00199,270,88
2026-07-15,ST-007,PR-00200,49,46
2026-07-15,ST-008,PR-00001,23,93
2026-07-15,ST-008,PR-00002,145,47
2026-07-15,ST-008,PR-00003,291,72
2026-07-15,ST-008,PR-00004,235,38
2026-07-15,ST-008,PR-00005,397,30
2026-07-15,ST-008,PR-00006,415,41
2026-07-15,ST-008,PR-00007,398,21
2026-07-15,ST-008,PR-00008,60,59
2026-07-15,ST-008,PR-00009,331,28
2026-07-15,ST-008,PR-00010,379,21
2026-07-15,ST-008,PR-00011,252,29
2026-07-15,ST-008,PR-00012,430,51
2026-07-15,ST-008,PR-00013,199,96
2026-07-15,ST-008,PR-00014,151,92
2026-07-15,ST-008,PR-00015,404,28
2026-07-15,ST-008,PR-00016,72,32
2026-07-15,ST-008,PR-00017,58,37
2026-07-15,ST-008,PR-00018,93,95
2026-07-15,ST-008,PR-00019,148,36
2026-07-15,ST-008,PR-00020,30,46
2026-07-15,ST-008,PR-00021,276,61
2026-07-15,ST-008,PR-00022,221,96
2026-07-15,ST-008,PR-00023,216,34
2026-07-15,ST-008,PR-00024,300,83
2026-07-15,ST-008,PR-00025,308,21
2026-07-15,ST-008,PR-00026,287,26
2026-07-15,ST-008,PR-00027,173,79
2026-07-15,ST-008,PR-00028,179,94
2026-07-15,ST-008,PR-00029,40,92
2026-07-15,ST-008,PR-00030,437,54
2026-07-15,ST-008,PR-00031,15,67
2026-07-15,ST-008,PR-00032,292,77
2026-07-15,ST-008,PR-00033,155,47
2026-07-15,ST-008,PR-00034,375,98
2026-07-15,ST-008,PR-00035,362,32
2026-07-15,ST-008,PR-00036,253,46
2026-07-15,ST-008,PR-00037,137,87
2026-07-15,ST-008,PR-00038,207,34
2026-07-15,ST-008,PR-00039,3,96
2026-07-15,ST-008,PR-00040,373,71
2026-07-15,ST-008,PR-00041,372,60
2026-07-15,ST-008,PR-00042,186,48
2026-07-15,ST-008,PR-00043,358,49
2026-07-15,ST-008,PR-00044,321,94
2026-07-15,ST-008,PR-00045,392,51
2026-07-15,ST-008,PR-00046,483,72
2026-07-15,ST-008,PR-00047,48,79
2026-07-15,ST-008,PR-00048,494,47
2026-07-15,ST-008,PR-00049,142,38
2026-07-15,ST-008,PR-00050,276,90
2026-07-15,ST-008,PR-00051,87,78
2026-07-15,ST-008,PR-00052,73,82
2026-07-15,ST-008,PR-00053,32,37
2026-07-15,ST-008,PR-00054,368,56
2026-07-15,ST-008,PR-00055,77,30
2026-07-15,ST-008,PR-00056,357,37
2026-07-15,ST-008,PR-00057,402,96
2026-07-15,ST-008,PR-00058,95,66
2026-07-15,ST-008,PR-00059,118,21
2026-07-15,ST-008,PR-00060,234,50
2026-07-15,ST-008,PR-00061,122,29
2026-07-15,ST-008,PR-00062,58,31
2026-07-15,ST-008,PR-00063,42,46
2026-07-15,ST-008,PR-00064,296,32
2026-07-15,ST-008,PR-00065,307,93
2026-07-15,ST-008,PR-00066,18,92
2026-07-15,ST-008,PR-00067,484,63
2026-07-15,ST-008,PR-00068,405,89
2026-07-15,ST-008,PR-00069,469,82
2026-07-15,ST-008,PR-00070,73,59
2026-07-15,ST-008,PR-00071,389,29
2026-07-15,ST-008,PR-00072,64,70
2026-07-15,ST-008,PR-00073,303,29
2026-07-15,ST-008,PR-00074,4,40
2026-07-15,ST-008,PR-00075,423,50
2026-07-15,ST-008,PR-00076,118,81
2026-07-15,ST-008,PR-00077,319,65
2026-07-15,ST-008,PR-00078,266,74
2026-07-15,ST-008,PR-00079,184,31
2026-07-15,ST-008,PR-00080,214,79
2026-07-15,ST-008,PR-00081,399,31
2026-07-15,ST-008,PR-00082,122,71
2026-07-15,ST-008,PR-00083,190,82
2026-07-15,ST-008,PR-00084,133,65
2026-07-15,ST-008,PR-00085,495,54
2026-07-15,ST-008,PR-00086,241,67
2026-07-15,ST-008,PR-00087,50,95
2026-07-15,ST-008,PR-00088,419,66
2026-07-15,ST-008,PR-00089,112,55
2026-07-15,ST-008,PR-00090,214,42
2026-07-15,ST-008,PR-00091,99,73
2026-07-15,ST-008,PR-00092,255,91
2026-07-15,ST-008,PR-00093,413,26
2026-07-15,ST-008,PR-00094,76,27
2026-07-15,ST-008,PR-00095,181,91
2026-07-15,ST-008,PR-00096,487,72
2026-07-15,ST-008,PR-00097,417,63
2026-07-15,ST-008,PR-00098,329,68
2026-07-15,ST-008,PR-00099,81,81
2026-07-15,ST-008,PR-00100,15,90
2026-07-15,ST-008,PR-00101,26,80
2026-07-15,ST-008,PR-00102,111,61
2026-07-15,ST-008,PR-00103,472,23
2026-07-15,ST-008,PR-00104,259,31
2026-07-15,ST-008,PR-00105,220,47
2026-07-15,ST-008,PR-00106,144,89
2026-07-15,ST-008,PR-00107,233,33
2026-07-15,ST-008,PR-00108,216,34
2026-07-15,ST-008,PR-00109,11,70
2026-07-15,ST-008,PR-00110,99,32
2026-07-15,ST-008,PR-00111,226,31
2026-07-15,ST-008,PR-00112,2,63
2026-07-15,ST-008,PR-00113,274,20
2026-07-15,ST-008,PR-00114,172,96
2026-07-15,ST-008,PR-00115,310,24
2026-07-15,ST-008,PR-00116,423,68
2026-07-15,ST-008,PR-00117,310,82
2026-07-15,ST-008,PR-00118,195,75
2026-07-15,ST-008,PR-00119,372,84
2026-07-15,ST-008,PR-00120,365,86
2026-07-15,ST-008,PR-00121,92,80
2026-07-15,ST-008,PR-00122,317,49
2026-07-15,ST-008,PR-00123,377,38
2026-07-15,ST-008,PR-00124,491,44
2026-07-15,ST-008,PR-00125,171,80
2026-07-15,ST-008,PR-00126,85,20
2026-07-15,ST-008,PR-00127,111,97
2026-07-15,ST-008,PR-00128,226,73
2026-07-15,ST-008,PR-00129,149,67
2026-07-15,ST-008,PR-00130,101,29
2026-07-15,ST-008,PR-00131,495,41
2026-07-15,ST-008,PR-00132,269,41
2026-07-15,ST-008,PR-00133,473,86
2026-07-15,ST-008,PR-00134,382,45
2026-07-15,ST-008,PR-00135,20,44
2026-07-15,ST-008,PR-00136,364,31
2026-07-15,ST-008,PR-00137,428,89
2026-07-15,ST-008,PR-00138,268,44
2026-07-15,ST-008,PR-00139,53,38
2026-07-15,ST-008,PR-00140,402,35
2026-07-15,ST-008,PR-00141,100,42
2026-07-15,ST-008,PR-00142,382,62
2026-07-15,ST-008,PR-00143,403,83
2026-07-15,ST-008,PR-00144,212,88
2026-07-15,ST-008,PR-00145,473,56
2026-07-15,ST-008,PR-00146,30,86
2026-07-15,ST-008,PR-00147,188,62
2026-07-15,ST-008,PR-00148,375,22
2026-07-15,ST-008,PR-00149,492,93
2026-07-15,ST-008,PR-00150,153,72
2026-07-15,ST-008,PR-00151,238,82
2026-07-15,ST-008,PR-00152,154,65
2026-07-15,ST-008,PR-00153,71,48
2026-07-15,ST-008,PR-00154,330,78
2026-07-15,ST-008,PR-00155,268,78
2026-07-15,ST-008,PR-00156,148,79
2026-07-15,ST-008,PR-00157,6,92
2026-07-15,ST-008,PR-00158,311,68
2026-07-15,ST-008,PR-00159,31,37
2026-07-15,ST-008,PR-00160,300,70
2026-07-15,ST-008,PR-00161,233,94
2026-07-15,ST-008,PR-00162,392,46
2026-07-15,ST-008,PR-00163,468,74
2026-07-15,ST-008,PR-00164,324,35
2026-07-15,ST-008,PR-00165,199,24
2026-07-15,ST-008,PR-00166,236,24
2026-07-15,ST-008,PR-00167,429,98
2026-07-15,ST-008,PR-00168,137,80
2026-07-15,ST-008,PR-00169,77,76
2026-07-15,ST-008,PR-00170,197,36
2026-07-15,ST-008,PR-00171,416,72
2026-07-15,ST-008,PR-00172,358,96
2026-07-15,ST-008,PR-00173,255,79
2026-07-15,ST-008,PR-00174,287,99
2026-07-15,ST-008,PR-00175,474,36
2026-07-15,ST-008,PR-00176,194,42
2026-07-15,ST-008,PR-00177,463,97
2026-07-15,ST-008,PR-00178,250,54
2026-07-15,ST-008,PR-00179,340,34
2026-07-15,ST-008,PR-00180,295,92
2026-07-15,ST-008,PR-00181,130,48
2026-07-15,ST-008,PR-00182,2,58
2026-07-15,ST-008,PR-00183,55,34
2026-07-15,ST-008,PR-00184,54,65
2026-07-15,ST-008,PR-00185,478,51
2026-07-15,ST-008,PR-00186,45,35
2026-07-15,ST-008,PR-00187,94,30
2026-07-15,ST-008,PR-00188,181,62
2026-07-15,ST-008,PR-00189,470,100
2026-07-15,ST-008,PR-00190,353,40
2026-07-15,ST-008,PR-00191,279,39
2026-07-15,ST-008,PR-00192,211,41
2026-07-15,ST-008,PR-00193,52,85
2026-07-15,ST-008,PR-00194,73,96
2026-07-15,ST-008,PR-00195,332,45
2026-07-15,ST-008,PR-00196,273,75
2026-07-15,ST-008,PR-00197,423,49
2026-07-15,ST-008,PR-00198,282,27
2026-07-15,ST-008,PR-00199,291,52
2026-07-15,ST-008,PR-00200,281,69
2026-07-15,ST-009,PR-00001,223,86
2026-07-15,ST-009,PR-00002,420,93
2026-07-15,ST-009,PR-00003,467,45
2026-07-15,ST-009,PR-00004,65,77
2026-07-15,ST-009,PR-00005,139,51
2026-07-15,ST-009,PR-00006,251,63
2026-07-15,ST-009,PR-00007,354,48
2026-07-15,ST-009,PR-00008,140,94
2026-07-15,ST-009,PR-00009,227,40
2026-07-15,ST-009,PR-00010,453,27
2026-07-15,ST-009,PR-00011,240,75
2026-07-15,ST-009,PR-00012,455,33
2026-07-15,ST-009,PR-00013,196,52
2026-07-15,ST-009,PR-00014,85,52
2026-07-15,ST-009,PR-00015,91,96
2026-07-15,ST-009,PR-00016,436,66
2026-07-15,ST-009,PR-00017,320,31
2026-07-15,ST-009,PR-00018,268,30
2026-07-15,ST-009,PR-00019,367,67
2026-07-15,ST-009,PR-00020,422,53
2026-07-15,ST-009,PR-00021,212,61
2026-07-15,ST-009,PR-00022,228,87
2026-07-15,ST-009,PR-00023,67,61
2026-07-15,ST-009,PR-00024,317,92
2026-07-15,ST-009,PR-00025,343,94
2026-07-15,ST-009,PR-00026,412,47
2026-07-15,ST-009,PR-00027,6,34
2026-07-15,ST-009,PR-00028,230,73
2026-07-15,ST-009,PR-00029,19,61
2026-07-15,ST-009,PR-00030,66,32
2026-07-15,ST-009,PR-00031,378,95
2026-07-15,ST-009,PR-00032,447,96
2026-07-15,ST-009,PR-00033,445,62
2026-07-15,ST-009,PR-00034,71,75
2026-07-15,ST-009,PR-00035,227,78
2026-07-15,ST-009,PR-00036,111,37
2026-07-15,ST-009,PR-00037,200,91
2026-07-15,ST-009,PR-00038,411,31
2026-07-15,ST-009,PR-00039,475,63
2026-07-15,ST-009,PR-00040,465,39
2026-07-15,ST-009,PR-00041,410,74
2026-07-15,ST-009,PR-00042,166,96
2026-07-15,ST-009,PR-00043,238,52
2026-07-15,ST-009,PR-00044,87,59
2026-07-15,ST-009,PR-00045,331,58
2026-07-15,ST-009,PR-00046,119,47
2026-07-15,ST-009,PR-00047,179,47
2026-07-15,ST-009,PR-00048,67,21
2026-07-15,ST-009,PR-00049,291,72
2026-07-15,ST-009,PR-00050,15,100
2026-07-15,ST-009,PR-00051,235,85
2026-07-15,ST-009,PR-00052,95,66
2026-07-15,ST-009,PR-00053,480,63
2026-07-15,ST-009,PR-00054,430,93
2026-07-15,ST-009,PR-00055,83,85
2026-07-15,ST-009,PR-00056,24,60
2026-07-15,ST-009,PR-00057,303,21
2026-07-15,ST-009,PR-00058,375,68
2026-07-15,ST-009,PR-00059,109,53
2026-07-15,ST-009,PR-00060,263,41
2026-07-15,ST-009,PR-00061,184,99
2026-07-15,ST-009,PR-00062,417,41
2026-07-15,ST-009,PR-00063,28,95
2026-07-15,ST-009,PR-00064,104,32
2026-07-15,ST-009,PR-00065,459,58
2026-07-15,ST-009,PR-00066,498,82
2026-07-15,ST-009,PR-00067,388,94
2026-07-15,ST-009,PR-00068,392,25
2026-07-15,ST-009,PR-00069,473,85
2026-07-15,ST-009,PR-00070,452,77
2026-07-15,ST-009,PR-00071,178,95
2026-07-15,ST-009,PR-00072,423,57
2026-07-15,ST-009,PR-00073,261,45
2026-07-15,ST-009,PR-00074,309,95
2026-07-15,ST-009,PR-00075,62,82
2026-07-15,ST-009,PR-00076,349,77
2026-07-15,ST-009,PR-00077,328,62
2026-07-15,ST-009,PR-00078,133,62
2026-07-15,ST-009,PR-00079,3,41
2026-07-15,ST-009,PR-00080,71,61
2026-07-15,ST-009,PR-00081,193,32
2026-07-15,ST-009,PR-00082,464,82
2026-07-15,ST-009,PR-00083,134,24
2026-07-15,ST-009,PR-00084,410,92
2026-07-15,ST-009,PR-00085,137,88
2026-07-15,ST-009,PR-00086,457,98
2026-07-15,ST-009,PR-00087,89,33
2026-07-15,ST-009,PR-00088,349,95
2026-07-15,ST-009,PR-00089,270,85
2026-07-15,ST-009,PR-00090,245,75
2026-07-15,ST-009,PR-00091,64,25
2026-07-15,ST-009,PR-00092,374,94
2026-07-15,ST-009,PR-00093,449,24
2026-07-15,ST-009,PR-00094,323,89
2026-07-15,ST-009,PR-00095,70,87
2026-07-15,ST-009,PR-00096,192,48
2026-07-15,ST-009,PR-00097,265,94
2026-07-15,ST-009,PR-00098,60,100
2026-07-15,ST-009,PR-00099,185,77
2026-07-15,ST-009,PR-00100,172,61
2026-07-15,ST-009,PR-00101,80,43
2026-07-15,ST-009,PR-00102,23,49
2026-07-15,ST-009,PR-00103,294,88
2026-07-15,ST-009,PR-00104,13,76
2026-07-15,ST-009,PR-00105,200,94
2026-07-15,ST-009,PR-00106,338,26
2026-07-15,ST-009,PR-00107,288,23
2026-07-15,ST-009,PR-00108,183,48
2026-07-15,ST-009,PR-00109,353,21
2026-07-15,ST-009,PR-00110,430,33
2026-07-15,ST-009,PR-00111,211,89
2026-07-15,ST-009,PR-00112,345,85
2026-07-15,ST-009,PR-00113,175,77
2026-07-15,ST-009,PR-00114,124,95
2026-07-15,ST-009,PR-00115,293,32
2026-07-15,ST-009,PR-00116,193,57
2026-07-15,ST-009,PR-00117,416,96
2026-07-15,ST-009,PR-00118,157,90
2026-07-15,ST-009,PR-00119,184,46
2026-07-15,ST-009,PR-00120,24,56
2026-07-15,ST-009,PR-00121,174,58
2026-07-15,ST-009,PR-00122,459,53
2026-07-15,ST-009,PR-00123,403,44
2026-07-15,ST-009,PR-00124,308,20
2026-07-15,ST-009,PR-00125,342,87
2026-07-15,ST-009,PR-00126,460,35
2026-07-15,ST-009,PR-00127,19,78
2026-07-15,ST-009,PR-00128,456,77
2026-07-15,ST-009,PR-00129,487,28
2026-07-15,ST-009,PR-00130,173,73
2026-07-15,ST-009,PR-00131,189,78
2026-07-15,ST-009,PR-00132,95,56
2026-07-15,ST-009,PR-00133,171,45
2026-07-15,ST-009,PR-00134,155,40
2026-07-15,ST-009,PR-00135,336,65
2026-07-15,ST-009,PR-00136,461,83
2026-07-15,ST-009,PR-00137,176,21
2026-07-15,ST-009,PR-00138,74,89
2026-07-15,ST-009,PR-00139,26,33
2026-07-15,ST-009,PR-00140,107,61
2026-07-15,ST-009,PR-00141,306,89
2026-07-15,ST-009,PR-00142,432,73
2026-07-15,ST-009,PR-00143,246,69
2026-07-15,ST-009,PR-00144,390,41
2026-07-15,ST-009,PR-00145,144,70
2026-07-15,ST-009,PR-00146,8,44
2026-07-15,ST-009,PR-00147,253,51
2026-07-15,ST-009,PR-00148,443,45
2026-07-15,ST-009,PR-00149,160,48
2026-07-15,ST-009,PR-00150,216,44
2026-07-15,ST-009,PR-00151,327,81
2026-07-15,ST-009,PR-00152,170,45
2026-07-15,ST-009,PR-00153,412,34
2026-07-15,ST-009,PR-00154,412,28
2026-07-15,ST-009,PR-00155,88,97
2026-07-15,ST-009,PR-00156,164,83
2026-07-15,ST-009,PR-00157,20,72
2026-07-15,ST-009,PR-00158,312,86
2026-07-15,ST-009,PR-00159,499,75
2026-07-15,ST-009,PR-00160,295,60
2026-07-15,ST-009,PR-00161,3,61
2026-07-15,ST-009,PR-00162,203,45
2026-07-15,ST-009,PR-00163,71,94
2026-07-15,ST-009,PR-00164,363,20
2026-07-15,ST-009,PR-00165,395,68
2026-07-15,ST-009,PR-00166,265,66
2026-07-15,ST-009,PR-00167,133,96
2026-07-15,ST-009,PR-00168,66,56
2026-07-15,ST-009,PR-00169,137,36
2026-07-15,ST-009,PR-00170,133,54
2026-07-15,ST-009,PR-00171,464,42
2026-07-15,ST-009,PR-00172,158,39
2026-07-15,ST-009,PR-00173,65,57
2026-07-15,ST-009,PR-00174,229,59
2026-07-15,ST-009,PR-00175,193,61
2026-07-15,ST-009,PR-00176,36,87
2026-07-15,ST-009,PR-00177,189,85
2026-07-15,ST-009,PR-00178,35,70
2026-07-15,ST-009,PR-00179,204,27
2026-07-15,ST-009,PR-00180,391,78
2026-07-15,ST-009,PR-00181,339,29
2026-07-15,ST-009,PR-00182,94,33
2026-07-15,ST-009,PR-00183,93,95
2026-07-15,ST-009,PR-00184,127,80
2026-07-15,ST-009,PR-00185,427,62
2026-07-15,ST-009,PR-00186,67,94
2026-07-15,ST-009,PR-00187,172,25
2026-07-15,ST-009,PR-00188,262,73
2026-07-15,ST-009,PR-00189,90,35
2026-07-15,ST-009,PR-00190,437,21
2026-07-15,ST-009,PR-00191,402,95
2026-07-15,ST-009,PR-00192,408,75
2026-07-15,ST-009,PR-00193,39,39
2026-07-15,ST-009,PR-00194,340,96
2026-07-15,ST-009,PR-00195,278,62
2026-07-15,ST-009,PR-00196,132,28
2026-07-15,ST-009,PR-00197,287,42
2026-07-15,ST-009,PR-00198,215,23
2026-07-15,ST-009,PR-00199,243,100
2026-07-15,ST-009,PR-00200,411,34
2026-07-15,ST-010,PR-00001,476,83
2026-07-15,ST-010,PR-00002,170,62
2026-07-15,ST-010,PR-00003,79,71
2026-07-15,ST-010,PR-00004,59,80
2026-07-15,ST-010,PR-00005,283,88
2026-07-15,ST-010,PR-00006,82,92
2026-07-15,ST-010,PR-00007,64,36
2026-07-15,ST-010,PR-00008,124,45
2026-07-15,ST-010,PR-00009,132,55
2026-07-15,ST-010,PR-00010,174,50
2026-07-15,ST-010,PR-00011,453,87
2026-07-15,ST-010,PR-00012,269,59
2026-07-15,ST-010,PR-00013,299,88
2026-07-15,ST-010,PR-00014,436,94
2026-07-15,ST-010,PR-00015,46,79
2026-07-15,ST-010,PR-00016,495,32
2026-07-15,ST-010,PR-00017,296,20
2026-07-15,ST-010,PR-00018,226,79
2026-07-15,ST-010,PR-00019,454,32
2026-07-15,ST-010,PR-00020,244,100
2026-07-15,ST-010,PR-00021,232,87
2026-07-15,ST-010,PR-00022,247,43
2026-07-15,ST-010,PR-00023,342,39
2026-07-15,ST-010,PR-00024,277,55
2026-07-15,ST-010,PR-00025,64,38
2026-07-15,ST-010,PR-00026,36,85
2026-07-15,ST-010,PR-00027,370,22
2026-07-15,ST-010,PR-00028,321,55
2026-07-15,ST-010,PR-00029,192,32
2026-07-15,ST-010,PR-00030,157,37
2026-07-15,ST-010,PR-00031,330,92
2026-07-15,ST-010,PR-00032,240,76
2026-07-15,ST-010,PR-00033,265,43
2026-07-15,ST-010,PR-00034,200,20
2026-07-15,ST-010,PR-00035,407,92
2026-07-15,ST-010,PR-00036,289,63
2026-07-15,ST-010,PR-00037,389,50
2026-07-15,ST-010,PR-00038,64,98
2026-07-15,ST-010,PR-00039,260,40
2026-07-15,ST-010,PR-00040,305,98
2026-07-15,ST-010,PR-00041,309,74
2026-07-15,ST-010,PR-00042,243,37
2026-07-15,ST-010,PR-00043,276,29
2026-07-15,ST-010,PR-00044,216,78
2026-07-15,ST-010,PR-00045,117,65
2026-07-15,ST-010,PR-00046,260,20
2026-07-15,ST-010,PR-00047,393,81
2026-07-15,ST-010,PR-00048,183,99
2026-07-15,ST-010,PR-00049,454,58
2026-07-15,ST-010,PR-00050,378,29
2026-07-15,ST-010,PR-00051,367,26
2026-07-15,ST-010,PR-00052,454,62
2026-07-15,ST-010,PR-00053,181,80
2026-07-15,ST-010,PR-00054,357,33
2026-07-15,ST-010,PR-00055,56,54
2026-07-15,ST-010,PR-00056,68,80
2026-07-15,ST-010,PR-00057,323,97
2026-07-15,ST-010,PR-00058,425,74
2026-07-15,ST-010,PR-00059,403,56
2026-07-15,ST-010,PR-00060,342,80
2026-07-15,ST-010,PR-00061,213,41
2026-07-15,ST-010,PR-00062,451,47
2026-07-15,ST-010,PR-00063,207,53
2026-07-15,ST-010,PR-00064,291,57
2026-07-15,ST-010,PR-00065,386,27
2026-07-15,ST-010,PR-00066,180,84
2026-07-15,ST-010,PR-00067,303,37
2026-07-15,ST-010,PR-00068,202,40
2026-07-15,ST-010,PR-00069,333,34
2026-07-15,ST-010,PR-00070,397,62
2026-07-15,ST-010,PR-00071,229,46
2026-07-15,ST-010,PR-00072,25,82
2026-07-15,ST-010,PR-00073,451,23
2026-07-15,ST-010,PR-00074,279,80
2026-07-15,ST-010,PR-00075,405,54
2026-07-15,ST-010,PR-00076,240,29
2026-07-15,ST-010,PR-00077,281,22
2026-07-15,ST-010,PR-00078,465,20
2026-07-15,ST-010,PR-00079,488,20
2026-07-15,ST-010,PR-00080,498,58
2026-07-15,ST-010,PR-00081,234,93
2026-07-15,ST-010,PR-00082,315,55
2026-07-15,ST-010,PR-00083,474,65
2026-07-15,ST-010,PR-00084,334,65
2026-07-15,ST-010,PR-00085,423,32
2026-07-15,ST-010,PR-00086,383,30
2026-07-15,ST-010,PR-00087,61,99
2026-07-15,ST-010,PR-00088,276,70
2026-07-15,ST-010,PR-00089,311,87
2026-07-15,ST-010,PR-00090,138,30
2026-07-15,ST-010,PR-00091,132,92
2026-07-15,ST-010,PR-00092,375,48
2026-07-15,ST-010,PR-00093,317,53
2026-07-15,ST-010,PR-00094,475,33
2026-07-15,ST-010,PR-00095,429,59
2026-07-15,ST-010,PR-00096,459,100
2026-07-15,ST-010,PR-00097,266,62
2026-07-15,ST-010,PR-00098,199,72
2026-07-15,ST-010,PR-00099,116,64
2026-07-15,ST-010,PR-00100,64,33
2026-07-15,ST-010,PR-00101,72,56
2026-07-15,ST-010,PR-00102,157,32
2026-07-15,ST-010,PR-00103,134,43
